NAME,STATE_NAME,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,Homicide_Prev,Hospital,Transit,sum_Area_SquareKilometers,Polygon_Count,AnalysisArea,Homicide
Borden County,Texas,TX,48,33,48033,631,0.7,906.05,0.00031573,0.00000064,0.00133325,2300.342052,1,2300.342052,-0.00031573
Bosque County,Texas,TX,48,35,48035,18235,18.2,1002.54,0.00035244,0.00000072,0.00131805,2591.057013,1,2591.057012,-0.00035244
Bowie County,Texas,TX,48,37,48037,92893,100.7,922.93,0.00033051,0.00000068,0.00192679,2389.098487,1,2429.290158,-0.00033051
Brazoria County,Texas,TX,48,39,48039,372031,261.7,1421.8,0.39575978,0.00760741,26.34644641,3726.195829,9,3729.009489,-0.39575978
Brazos County,Texas,TX,48,41,48041,233849,395.5,591.24,0.00020753,0.00000042,0.00426753,1545.499266,1,1545.499267,-0.00020753
Brewster County,Texas,TX,48,43,48043,9546,1.5,6192.29,0.00209884,0.00000426,0.00223173,15763.55613,1,15778.36312,-0.00209884
Briscoe County,Texas,TX,48,45,48045,1435,1.6,901.57,0.00032691,0.00000066,0.00645788,2333.724259,1,2333.724259,-0.00032691
Brooks County,Texas,TX,48,47,48047,7076,7.5,943.65,0.00032637,0.00000066,0.0010428,2515.178661,1,2515.17866,-0.00032637
Brown County,Texas,TX,48,49,48049,38095,39.8,956.96,0.0003351,0.00000068,0.00191597,2467.007375,1,2467.007377,-0.0003351
Burleson County,Texas,TX,48,51,48051,17642,26.1,676.86,0.0002383,0.00000048,0.05667512,1777.708212,1,1777.708212,-0.0002383
Burnet County,Texas,TX,48,53,48053,49130,48.1,1021.77,0.00034992,0.00017067,0.00072763,2602.534175,1,2602.534176,-0.00034992
Caldwell County,Texas,TX,48,55,48055,45883,84,546.45,0.00018695,0.00051112,0.00180613,1403.797867,1,1403.797867,-0.00018695
Calhoun County,Texas,TX,48,57,48057,20106,37,542.99,0.19906683,0.00527211,0.00125589,1474.714219,4,1497.678019,-0.19906683
Callahan County,Texas,TX,48,59,48059,13708,15.2,901.26,0.00031742,0.00000064,0.00215034,2323.720532,1,2323.720532,-0.00031742
Cameron County,Texas,TX,48,61,48061,421017,447.1,941.75,0.1652904,0.00553363,0.00144463,2361.914173,4,2380.787457,-0.1652904
Camp County,Texas,TX,48,63,48063,12464,61.3,203.23,6.94E-05,0.00000014,0.00128428,504.5623588,1,504.5623592,-0.0000694
Carson County,Texas,TX,48,65,48065,5807,6.3,924.1,0.00033969,0.00000069,0.00237116,2399.649149,1,2399.649147,-0.00033969
Cass County,Texas,TX,48,67,48067,28454,29.6,960.3,0.00034429,0.0000007,4.63639187,2499.005535,1,2512.170214,-0.00034429
Castro County,Texas,TX,48,69,48069,7371,8.2,899.29,0.00033217,0.00000067,0.00181891,2371.28344,1,2371.283439,-0.00033217
Chambers County,Texas,TX,48,71,48071,46571,74.1,628.84,0.04039745,0.00078769,0.00475399,1606.905341,3,1613.494211,-0.04039745
Cherokee County,Texas,TX,48,73,48073,50412,47.5,1062.17,0.00037101,0.00000075,0.0159908,2729.51902,1,2729.519021,-0.00037101
Childress County,Texas,TX,48,75,48075,6664,9.3,713.72,0.0002592,0.00000053,0.00294842,1850.359201,1,1861.040027,-0.0002592
Clay County,Texas,TX,48,77,48077,10218,9.1,1116.75,0.00038947,0.00000079,0.00254116,2804.574596,1,2811.776521,-0.00038947
Cochran County,Texas,TX,48,79,48079,2547,3.3,775.17,0.00028174,0.00000057,0.01229135,2032.967669,1,2033.015012,-0.00028174
Coke County,Texas,TX,48,81,48081,3285,3.5,927.99,0.0003234,0.00000066,0.00767361,2377.928086,1,2377.928087,-0.0003234
Coleman County,Texas,TX,48,83,48083,7684,6,1281.44,0.00045014,0.00000091,0.00137816,3313.969224,1,3313.969221,-0.00045014
Collin County,Texas,TX,48,85,48085,1064465,1201.6,885.87,0.05372476,0.01557581,0.14575106,2275.596784,4,2275.596782,-0.05372476
Collingsworth County,Texas,TX,48,87,48087,2652,2.9,919.32,0.00033648,0.00000068,0.00163259,2389.643402,1,2397.186249,-0.00033648
Colorado County,Texas,TX,48,89,48089,20557,21.1,973.68,0.00034121,0.00000069,0.00197353,2567.630995,1,2567.630998,-0.00034121
Comal County,Texas,TX,48,91,48091,161501,280.9,574.88,0.01002929,0.00269702,0.00190697,1481.604057,2,1481.604056,-0.01002929
Comanche County,Texas,TX,48,93,48093,13594,14.3,947.68,0.00033372,0.00000068,0.00127963,2452.262005,1,2452.262003,-0.00033372
Concho County,Texas,TX,48,95,48095,3303,3.3,993.69,0.00035086,0.00000071,0.00120444,2595.195956,1,2595.195953,-0.00035086
Cooke County,Texas,TX,48,97,48097,41668,46.4,898.5,0.00031659,0.00029411,0.00208706,2283.449257,1,2296.519911,-0.00031659
Coryell County,Texas,TX,48,99,48099,83093,78.6,1056.82,0.00036774,0.00003741,0.00184939,2718.234619,1,2718.234621,-0.00036774
Cottle County,Texas,TX,48,101,48101,1380,1.5,901.61,0.00032108,0.00000065,0.00269458,2304.106997,1,2304.107001,-0.00032108
Crane County,Texas,TX,48,103,48103,4675,5.9,785.73,0.00028358,0.00000058,0.00573692,2095.350136,1,2095.350135,-0.00028358
Crockett County,Texas,TX,48,105,48105,3098,1.1,2807.35,0.00098718,0.000002,0.00163714,7347.310641,1,7347.310637,-0.00098718
Crosby County,Texas,TX,48,107,48107,5133,5.7,901.7,0.00032783,0.00000067,0.00208946,2365.294757,1,2365.294758,-0.00032783
Culberson County,Texas,TX,48,109,48109,2188,0.6,3812.36,0.00134105,0.00000272,0.00096918,9906.153127,1,9906.504728,-0.00134105
Dallam County,Texas,TX,48,111,48111,7115,4.7,1505.14,0.00053227,0.00000108,0.00462536,3719.839994,1,3732.986232,-0.00053227
Dallas County,Texas,TX,48,113,48113,2613539,2876.6,908.54,1.18283035,0.03918479,0.00191316,2328.67504,5,2328.675041,-1.18283035
Dawson County,Texas,TX,48,115,48115,12456,13.8,902.13,0.00031651,0.00000064,0.00227175,2306.063798,1,2306.0638,-0.00031651
Deaf Smith County,Texas,TX,48,117,48117,18583,12.4,1498.34,0.00052541,0.00000107,0.00198221,3731.381742,1,3731.381744,-0.00052541
Delta County,Texas,TX,48,119,48119,5230,18.8,277.93,0.00010341,0.00000021,0.0022345,747.9802189,1,747.9802196,-0.00010341
Denton County,Texas,TX,48,121,48121,906422,952.5,951.66,0.03152135,0.02137539,0.00190465,2472.265395,4,2472.265395,-0.03152135
DeWitt County,Texas,TX,48,123,48123,19824,21.8,910.49,0.00031619,0.00000064,0.00974271,2391.623168,1,2391.62317,-0.00031619
Dickens County,Texas,TX,48,125,48125,1770,2,905.22,0.0003318,0.00000067,0.00177893,2393.826347,1,2393.826345,-0.0003318
Dimmit County,Texas,TX,48,127,48127,8615,6.5,1334.51,0.00044572,0.0000009,0.00147296,3392.470947,1,3392.470949,-0.00044572
Donley County,Texas,TX,48,129,48129,3258,3.5,933.05,0.00033935,0.00000069,0.00146761,2410.021104,1,2410.021104,-0.00033935
Duval County,Texas,TX,48,131,48131,9831,5.5,1795.59,0.0006072,0.00000123,0.00234547,4652.560677,1,4652.560681,-0.0006072
Eastland County,Texas,TX,48,133,48133,17725,19,931.91,0.00033538,0.00000068,0.00221601,2454.435625,1,2454.435627,-0.00033538
Ector County,Texas,TX,48,135,48135,165171,183.2,901.82,0.00031214,0.00000063,0.00217493,2295.711686,1,2295.711684,-0.00031214
Edwards County,Texas,TX,48,137,48137,1422,0.7,2119.87,0.00071649,0.00000145,0.38680123,5372.58742,1,5372.58742,-0.00071649
Ellis County,Texas,TX,48,139,48139,192455,202.2,951.95,0.10349939,0.00422626,2.30129886,2432.715932,4,2432.715935,-0.10349939
El Paso County,Texas,TX,48,141,48141,865657,852.6,1015.29,0.0003485,0.0027313,0.00229477,2565.695225,1,2573.25147,-0.0003485
Erath County,Texas,TX,48,143,48143,42545,39,1089.81,0.00038883,0.00000079,0.00296557,2848.382917,1,2848.382917,-0.00038883
Falls County,Texas,TX,48,145,48145,16968,21.9,773.87,0.00026654,0.00000055,0.00179682,1972.927381,1,1972.927383,-0.00026654
Fannin County,Texas,TX,48,147,48147,35662,39.7,898.88,0.11770319,0.00007776,0.56060818,2336.795049,3,2343.024692,-0.11770319
Fayette County,Texas,TX,48,149,48149,24435,25.5,959.81,0.00032904,0.00000067,0.00200791,2469.728738,1,2469.728736,-0.00032904
Fisher County,Texas,TX,48,151,48151,3672,4.1,901.76,0.00031832,0.00000065,0.00216329,2319.238565,1,2319.238562,-0.00031832
Floyd County,Texas,TX,48,153,48153,5402,5.4,992.52,0.00034881,0.00000071,0.41536211,2503.389811,1,2503.389811,-0.00034881
Foard County,Texas,TX,48,155,48155,1095,1.5,707.69,0.00026144,0.00000053,4.29061131,1878.476321,1,1878.476321,-0.00026144
Fort Bend County,Texas,TX,48,157,48157,822779,929.4,885.25,0.77056113,0.01079766,0.00345908,2313.806492,9,2313.806493,-0.77056113
Franklin County,Texas,TX,48,159,48159,10359,35.1,294.77,0.00010607,0.00000022,0.00167419,769.0386064,1,769.0386067,-0.00010607
Freestone County,Texas,TX,48,161,48161,19435,21.8,891.99,0.00031501,0.00000064,0.43032908,2320.747157,1,2320.747154,-0.00031501
Frio County,Texas,TX,48,163,48163,18385,16.2,1134.35,0.00039093,0.00000085,0.00647513,2963.139747,1,2963.139744,-0.00039093
Gaines County,Texas,TX,48,165,48165,21598,14.4,1502.85,0.00052785,0.00000107,0.94850896,3845.960319,1,3851.799838,-0.00052785
Galveston County,Texas,TX,48,167,48167,350682,906.6,386.83,0.3886853,0.05240546,0.00153237,1044.456995,13,1060.28871,-0.3886853
Garza County,Texas,TX,48,169,48169,5816,6.5,896.2,0.00032285,0.00000066,0.00293596,2340.973771,1,2340.973772,-0.00032285
Gillespie County,Texas,TX,48,171,48171,26725,25.2,1061.68,0.00037823,0.00000077,0.00227099,2826.530296,1,2826.53029,-0.00037823
Glasscock County,Texas,TX,48,173,48173,1116,1.2,901.08,0.00031548,0.00000064,0.00171889,2320.220176,1,2320.220175,-0.00031548
